batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_monbangla_monbangla_premium_banskathi_rice_5kg,MonBangla Premium Banskathi Rice - 5KG,Monbangla,essentials,rice,5.0,kg,849.0,jiomart
2,jiomart_mugdh_mugdh_pure_honey_1kg_each_buy_1_get_1_free_100_natural_and_ayurvedic_rich_in_vitamins_and_mine,"Mugdh Pure Honey 1Kg Each (Buy 1 Get 1 Free) | 100% Natural and Ayurvedic, Rich in Vitamins and Minerals, Helps in Cough & Good for Heart Health | No Added Sugar or Adulteration",Mugdh,spread,sauce-ketchup-butter,1.0,kg,499.0,jiomart
3,jiomart_scoopeat_scoopeat_22gm_highprotein_muesli_250g_prepost_workout_breakfast_cereal_with_soy_protein_mil,"Scoopeat 22gm High-Protein Muesli - 250g | Pre/Post Workout & Breakfast Cereal with Soy Protein, Millets, Oats, Nuts, Seeds & Dark Chocolate",Scoopeat,snacks,breakfast,22.0,g,299.0,jiomart
4,jiomart_kitchen_champion_kitchen_champion_basmati_rice_rozana_5kg_everyday_premium_quality_basmati_rice_with,"KITCHEN CHAMPION Basmati Rice Rozana 5kg - Everyday Premium Quality Basmati Rice with Long Grains, Rich Aroma & Fluffy Texture, Ideal for Daily Cooking, Pulao, Fried Rice & Traditional Indian Meals",Kitchen Champion,essentials,rice,5.0,kg,599.0,jiomart
5,jiomart_vedic_wellness_vedic_wellness_dried_apricots_sundried_no_added_sugar_nongmo_vegan_1kg,VEDIC WELLNESS Dried Apricots | Sun-Dried | No Added Sugar | Non-GMO | Vegan | 1kg,Vedic Wellness,essentials,dry-fruits-nuts,1.0,kg,369.0,jiomart
6,jiomart_cook_garden_cook_garden_100_semolina_combo_no_maida_high_protein_fiber_fusilli_penne_rigate_pasta_pa,"Cook Garden 100% Semolina Combo | No Maida | High Protein & Fiber Fusilli, Penne Rigate Pasta (Pack of 2, 1000 g)",Cook Garden,noodles_pasta,noodles-pasta,1000.0,g,231.0,jiomart
7,jiomart_veedint_veedint_pink_salt_granules_3_kg_sendha_namak_mineralrich_salt_for_healthy_cooking_himalayan_,Veedint Pink Salt Granules 3 kg | Sendha Namak | Mineral-rich Salt for Healthy Cooking Himalayan Pink Salt (3 kg),Veedint,essentials,salt-sugar,3.0,kg,395.0,jiomart
8,starquik_milky_mist_milky_mist_curd_cup_1_kg,Milky Mist Curd Cup 1 Kg,Milky Mist,dairy,general,1.0,kg,138.0,starquik
9,jiomart_bikaner_fresh_bikaner_fresh_kachi_ghani_mustard_oil_coldpressed_pure_best_edible_oils_for_cooking_id,"Bikaner Fresh Kachi Ghani Mustard Oil, Cold-Pressed & Pure, Best Edible Oils for Cooking, Ideal for Traditional Frying & Pickling, 10 Litre Can (5 Litre x 2)",Bikaner Fresh,essentials,oil,10.0,L,2055.0,jiomart
10,jiomart_vipul_dudhiya_sweets_vipul_dudhiya_sweets_sing_bhujiya_namkeen_ready_to_eat_snack_authentic_indian_s,"Vipul Dudhiya Sweets Sing Bhujiya Namkeen | Ready To Eat Snack | Authentic Indian Snack | Perfect Tea-time Snack, SING BHUJIYA - 200g",Vipul Dudhiya Sweets,snacks,chips-namkeen,200.0,g,107.0,jiomart
11,jiomart_anmol_anmol_kohenur_26_kg_steam_lachkari_kolam_jsr_rice,ANMOL KOHENUR 26 Kg Steam Lachkari Kolam / JSR Rice,Anmol,essentials,rice,26.0,kg,2250.0,jiomart
12,jiomart_maggi_maggi_nutrilicious_masala_instant_veg_atta_noodles_725_g,Maggi Nutri-licious Masala Instant Veg Atta Noodles 72.5 g,Maggi,noodles_pasta,noodles-pasta,72.5,g,26.0,jiomart
