batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_kinsfolk_kinsfolk_extra_virgin_olive_oil_jar_5l_pack_of_2_2_x_25_l,Kinsfolk Extra Virgin Olive Oil Jar 5L (( Pack Of 2 ) (2 x 2.5 L),Kinsfolk,essentials,oil,,L,3443.0,jiomart
2,jiomart_complan_complan_kesar_badam_500_g,Complan Kesar Badam 500 g,Complan,beverage,juice-drink,500.0,g,295.0,jiomart
3,jiomart_la_casa_la_casa_choco_butterscotch_spread_made_in_india_all_natural_350g_,La Casa Choco Butterscotch Spread | Made in India | All Natural | 350g ,|La Casa,spread,sauce-ketchup-butter,350.0,g,249.0,jiomart
4,jiomart_dipi_doos_dipi_doos_schezwan_sauce_200_gm,DIPI DOO'S SCHEZWAN SAUCE 200 GM,Dipi Doo'S,spread,sauce-ketchup-butter,200.0,g,99.0,jiomart
5,jiomart_double_horse_double_horse_easy_idiyappam_powder_1kg_rice_flour_normal_water_idiyappam_powder_pack_of,Double Horse Easy Idiyappam Powder 1Kg | Rice Flour| Normal Water Idiyappam Powder (Pack of 2),Double Horse,essentials,flour,1.0,kg,218.0,jiomart
6,jiomart_goshudh_goshudh_jau_sattu_1250_g_250g_x_5_pack,Goshudh Jau Sattu 1250 g (250g X 5 Pack),Goshudh,essentials,flour,1250.0,g,400.0,jiomart
7,jiomart_slurrp_farm_slurrp_farm_no_added_sugar_no_salt_sprouted_ragi_powder_100_natural_ragi_flour_free_mang,"Slurrp Farm No Added Sugar, No Salt, Sprouted Ragi Powder | 100% Natural Ragi Flour | Free Mango Cereal Trial Pack | 250g + Free 50g",Slurrp Farm,baby,baby,250.0,g,300.0,jiomart
8,jiomart_good_life_good_life_coriander_powder_500_g,Good Life Coriander Powder 500 g,Good Life,essentials,masala,500.0,g,92.0,jiomart
9,jiomart_good_life_good_life_unpolished_black_whole_masoor_500_g,Good Life Unpolished Black Whole Masoor 500 g,Good Life,essentials,pulses,500.0,g,60.0,jiomart
10,jiomart_pravin_pravin_mango_pickle_350_g,Pravin Mango Pickle 350 g,Pravin,flavourings,pickles-chutney,350.0,g,89.0,jiomart
11,jiomart_trinetra_trinetra_rajgira_atta_10_kg_pack,Trinetra Rajgira Atta 10 kg Pack,Trinetra,essentials,flour,10.0,kg,1895.0,jiomart
12,jiomart_ahaar_ahaar_wheat_dalia_10kg,Ahaar Wheat Dalia 10Kg,Ahaar,essentials,flour,10.0,kg,1169.0,jiomart
13,jiomart_add_me_add_me_mixed_pickle_in_olive_oil_300_gm_mango_chilli_lemon_carrot_kair_ginger_karonda_lasoda_,"Add Me Mixed Pickle in Olive Oil 300 gm, Mango Chilli Lemon Carrot kair Ginger karonda lasoda Fruit Mix Achar Pickle Glass pack",Add Me,flavourings,pickles-chutney,300.0,g,269.0,jiomart
14,jiomart_derby_derby_elaichi_eclairs_pack_of_2_350_gram_100_pcs_in_each_pack_elaichi_flavored_eclairs_candy_t,"Derby Elaichi Eclairs Pack of 2 | 350 Gram 100 Pcs in Each Pack | Elaichi Flavored Eclairs | Candy | Toffee| Return Gift, Birthday Gift, Anniversary",Derby,chocolate,chocolate,350.0,g,190.0,jiomart
15,jiomart_mcvities_mcvities_digestive_high_fibre_biscuits_9591g_with_goodness_of_wholewheat_pack_of_2,"McVitie's Digestive , High Fibre biscuits 959.1g with Goodness of Wholewheat (Pack of 2)",Mcvitie'S,snacks,biscuit,959.1,g,310.0,jiomart
16,jiomart_freshocartz_freshocartz_premium_durum_wheat_elbow_macaroni_100_g,FreshoCartz Premium Durum Wheat Elbow Macaroni 100 g,Freshocartz,noodles_pasta,noodles-pasta,100.0,g,170.0,jiomart
17,jiomart_indimix_indimix_gulab_jamun_mix_instant_ready_to_cook_easy_and_quick_to_make_each_bite_bursts_with_s,Indimix Gulab Jamun Mix | Instant Ready To Cook | Easy and Quick to Make | Each Bite Bursts With Sweetness | No Preservatives Added Color - 200gm,Indimix,ready_to_eat,ready-to-eat,200.0,g,189.0,jiomart
18,jiomart_naturevit_naturevit_broken_mishri_5_kg_rock_sugar_pure_crystal_without_thread_mishri_tukda,"NatureVit Broken Mishri, 5 kg | Rock Sugar | Pure Crystal without Thread | Mishri Tukda",Naturevit,chocolate,chocolate,5.0,kg,999.0,jiomart
19,jiomart_la_casa_la_casa_dark_chocolate_spread_made_in_india_vegan_350g_,La Casa Dark Chocolate Spread | Made in India | Vegan | 350g ,|La Casa,spread,sauce-ketchup-butter,350.0,g,249.0,jiomart
20,jiomart_arit_arit_wood_pressed_yellow_mustard_oil_15l_cold_pressed_pure_natural_free_glass_bottle_oil_dispen,ARIT Wood Pressed Yellow Mustard Oil 15L | Cold Pressed | Pure & Natural | FREE Glass Bottle Oil Dispenser | Ideal for Cooking & Pickles,Arit,essentials,oil,15.0,L,3599.0,jiomart
21,jiomart_goshudh_goshudh_chana_sattu_500_g_roasted_chana_powder,Goshudh Chana Sattu 500 g Roasted Chana Powder,Goshudh,essentials,flour,500.0,g,230.0,jiomart
22,jiomart_best_farms_best_farms_moth_beans_500_g,Best Farms Moth Beans 500 g,Best Farms,essentials,pulses,500.0,g,85.0,jiomart
23,jiomart_indigenous_honey_indigenous_honey_certified_organic_wild_honey_with_nmr_tested_raw_crystalized_honey,Indigenous honey Certified Organic Wild Honey with Nmr tested Raw Crystalized Honey Pure combo pack 530 g Glass Jar (Pack of 2),Indigenous Honey,spread,sauce-ketchup-butter,530.0,g,999.0,jiomart
24,jiomart_nextstep_organic_nextstep_organic_best_quality_soyabean_whole_1kg_high_protein_rich_in_vitamin_k2_he,"NEXTSTEP ORGANIC Best Quality Soyabean Whole 1kg (High Protein, Rich in Vitamin K2) Healthy Seeds 1000g",Nextstep Organic,essentials,wheat-soya,1.0,kg,229.0,jiomart
25,jiomart_kush_gold_kush_gold_wheat_daliya_broken_wheat_porridge_cracked_wheat_500gm,Kush Gold Wheat Daliya / Broken Wheat / Porridge / Cracked Wheat (500gm),Kush Gold,essentials,flour,500.0,g,185.0,jiomart
26,jiomart_kelloggs_kelloggs_chocos_11_kg,Kellogg's Chocos 1.1 kg,Kellogg'S,snacks,breakfast,1.1,kg,398.0,jiomart
27,jiomart_dry_fruit_hub_nature_gives_we_serve_dry_fruit_hub_white_chocolate_chips_1_kg_white_choco_chips_for_c,Dry Fruit Hub - White Chocolate Chips 1 kg | White Choco Chips for Cake Decoration and Baking ,|Dry Fruit Hub Nature Gives We Serve,chocolate,chocolate,1.0,kg,599.0,jiomart
28,jiomart_ritually_pure_ritually_pure_100_organic_jaggery_yellow_gur_100_natural_round_shape_400g_pack,Ritually Pure 100% Organic Jaggery | Yellow Gur | 100% Natural | Round Shape | 400g Pack,Ritually Pure,essentials,salt-sugar,400.0,g,176.0,jiomart
29,jiomart_manama_manama_blueberry_jam_mulberry_jam_and_apricot_jam_500gms_each_pack_of_3,"Manama Blueberry Jam, Mulberry Jam and Apricot Jam | 500gms Each | Pack of 3",Manama,spread,sauce-ketchup-butter,500.0,g,460.0,jiomart
30,jiomart_puramio_puramio_ice_cream_mix_kesar_pista_250g,"Puramio Ice Cream Mix- (Kesar Pista), 250g",Puramio,ready_to_eat,ready-to-eat,250.0,g,236.0,jiomart
