batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_goshudh_goshudh_vitamin_spelt_wheat_atta_1_kg_pack,Goshudh Vitamin Spelt Wheat Atta 1 kg Pack,Goshudh,essentials,flour,1.0,kg,245.0,jiomart
2,jiomart_tata_sampann_tata_sampann_100_pure_premium_cashews_500g_kaju,Tata Sampann 100% Pure Premium Cashews 500g | Kaju,Tata Sampann,essentials,dry-fruits-nuts,500.0,g,514.0,jiomart
3,jiomart_mobile_chakki_mobile_chakki_sugar_control_multigrain_atta_2kg_pack_of_1_with_12_ingredient_barley_fe,"Mobile Chakki Sugar Control Multigrain Atta 2Kg- Pack of 1 | With 12 Ingredient- Barley, Fenugreek, Flaxseed | High Fiber, Low GI (Glycaemic Index) Wheat Free Diabetics Flour",Mobile Chakki,essentials,flour,2.0,kg,389.0,jiomart
4,jiomart_swaaditi_swaaditi_pink_salt_500g_x_4_pack_of_4_total_2kg_natural_pure_no_added_color_no_preservative,"Swaaditi Pink Salt 500g x 4 ( Pack of 4, Total 2KG ) | Natural | Pure | No Added Color | No Preservatives",Swaaditi,essentials,salt-sugar,500.0,g,240.0,jiomart
5,jiomart_krayon_krayon_daily_basmati_rice_2kg_basmati_pack_of_2_high_quality_basmati_rice,Krayon Daily Basmati Rice - 2kg Basmati | Pack of 2 - High Quality Basmati Rice,Krayon,essentials,rice,2.0,kg,310.0,jiomart
6,jiomart_crumb_haven_crumb_haven_honey_oat_cookies_no_palm_oilonly_desi_ghee_no_preservatives_zero_trans_fat_,Crumb Haven Honey Oat Cookies | No Palm Oil-Only Desi Ghee | No Preservatives | Zero Trans Fat | 100g,Crumb Haven,snacks,biscuit,100.0,g,179.0,jiomart
7,jiomart_aashirvaad_aashirvaad_chakki_mp_sehori_atta_5_kg,Aashirvaad Chakki MP Sehori Atta 5 kg,Aashirvaad,essentials,flour,5.0,kg,250.0,jiomart
8,jiomart_britannia_britannia_blend_diced_pizza_cheese_1_kg_pouch,Britannia Blend & Diced Pizza Cheese 1 kg (Pouch),Britannia,dairy,cheese-paneer,1.0,kg,399.0,jiomart
9,jiomart_guruji_natural_jai_guruji_mango_panna_fruit_syrup_each_750ml_pack_of_2,Natural Jai Guruji Mango Panna Fruit Syrup Each 750ml (Pack of 2),Guruji,beverage,juice-drink,750.0,ml,410.0,jiomart
10,jiomart_rn_cart_rn_cart_dhaga_mishridhage_wali_mishrithread_mishricrystal_sweet_sugardora_mishri_sugar_kunja,"RN CART Dhaga Mishri/Dhage wali Mishri/Thread Mishri/Crystal Sweet Sugar/Dora Mishri Sugar/ Kunja Mishri (Pack of 1 , 250gm)",Rn Cart,essentials,salt-sugar,250.0,g,188.0,jiomart
11,jiomart_lotus_lotus_phool_makhana_100_g,Lotus Phool Makhana 100 g,Lotus,essentials,dry-fruits-nuts,100.0,g,199.0,jiomart
12,jiomart_poorvigam_poorvigam_cold_pressed_groundnut_oil_peanut_oil_1_ltr,Poorvigam Cold Pressed Groundnut Oil| Peanut Oil| 1 LTR,Poorvigam,essentials,oil,1.0,L,399.0,jiomart
13,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_original_smooth_510g_original_crunchy_510g_combo,MyFitness Peanut Butter Original Smooth 510g + Original Crunchy 510g Combo,Myfitness Peanut Butter,spread,sauce-ketchup-butter,510.0,g,495.0,jiomart
14,jiomart_maggi_maggi_2minute_special_masala_instant_noodles_70_g,Maggi 2-Minute Special Masala Instant Noodles 70 g,Maggi,noodles_pasta,noodles-pasta,70.0,g,17.0,jiomart
15,jiomart_lokraj_lokraj_super_lokwan_wheat_atta_25kg_1kg_pack_lokwan_flour,LokRaj Super Lokwan Wheat Atta 2*(5kg + 1kg Pack) Lokwan Flour,Lokraj,essentials,flour,5.0,kg,1060.0,jiomart
