batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_nongshim_nongshim_shin_ramyun_vegetarian_noodle_120_g_pack_of_5,"Nongshim Shin Ramyun Vegetarian Noodle, 120 G (Pack Of 5)",Nongshim,noodles_pasta,noodles-pasta,120.0,g,699.0,jiomart
2,jiomart_aakash_namkeen_aakash_namkeen_clove_spice_laung_sev_900g,Aakash Namkeen Clove Spice Laung Sev 900g,Aakash Namkeen,snacks,chips-namkeen,900.0,g,280.0,jiomart
3,jiomart_st_dalfour_st_dalfour_red_raspberry_fruit_spread_284_g_product_of_france,St. Dalfour Red Raspberry Fruit Spread 284 g Product of France,St. Dalfour,spread,sauce-ketchup-butter,,Dalfour,425.0,jiomart
4,jiomart_triangle_triangle_1_kg_walnut_without_shell_quarter_kernels_kashmiri_quarter_akhrot_giri_walnut_kern,Triangle 1 Kg Walnut Without Shell Quarter Kernels | Kashmiri Quarter Akhrot Giri | Walnut Kernels 1000 Grams| Vaccum Packed | Pack Of 2 x 500 Grams| Without Shell 1 Kg Akhrot Giri,Triangle,essentials,dry-fruits-nuts,,g,579.0,jiomart
5,jiomart_cadbury_cadbury_dairy_milk_silk_mousse_chocolate_bar_110_g,Cadbury Dairy Milk Silk Mousse Chocolate Bar 110 g,Cadbury,chocolate,chocolate,110.0,g,178.0,jiomart
6,jiomart_tinkus_tinkus_katahal_ka_achaar_jackfruit_pickle_traditional_homemade_style_spicy_flavorful_pack_siz,TINKUS Katahal Ka Achaar | Jackfruit Pickle | Traditional Homemade Style | Spicy & Flavorful |Pack Size - 200g,Tinkus,flavourings,pickles-chutney,200.0,g,220.0,jiomart
7,jiomart_add_me_add_me_sweet_mango_jeera_chutney_chundo_350gm_khatti_meethi_chutney_without_oil_chunda_pickle,Add me Sweet Mango Jeera Chutney chundo 350gm khatti meethi Chutney Without Oil Chunda Pickle bhelpuri chatni Glass Pack,Add Me,flavourings,pickles-chutney,350.0,g,249.0,jiomart
8,jiomart_dharmasut_dharmasut_vanilla_butterscotch_strawberry_ice_cream_powder_100_g_each_combo_of_3,"Dharmasut Vanilla, Butterscotch, Strawberry Ice Cream Powder, 100 G Each (Combo Of 3)",Dharmasut,ready_to_eat,ready-to-eat,100.0,g,232.0,jiomart
9,jiomart_mustraj_mustraj_cold_pressed_premium_kachi_ghani_pressed_5_liter_pure_natural_mustard_oil_i_kachi_gh,Mustraj Cold Pressed Premium Kachi Ghani Pressed 5 Liter Pure & Natural Mustard Oil I Kachi Ghani Oil I Cooking Oil I Edible Oil I Pure & High Sarson Pungency I I Kolhu Pressed Oil Jar - 5 Liters,Mustraj,essentials,oil,5.0,L,1099.0,jiomart
10,jiomart_pitaamah_pitaamah_surti_kolam_rice_5kg_lashkari_kollam_unpolished_rice,Pitaamah Surti Kolam Rice - 5kg - Lashkari Kollam - Unpolished Rice,Pitaamah,essentials,rice,5.0,kg,679.0,jiomart
11,jiomart_babus_laxminarayan_babus_laxminarayan_badam_chiwda_075kg_250g_pack_of_3_,BABUS Laxminarayan Badam Chiwda 0.75kg ( 250g * pack of 3 ),Babus Laxminarayan,snacks,chips-namkeen,0.75,kg,369.0,jiomart
12,jiomart_amul_amul_india_twilight_tryst_dark_chocolate_125_g,Amul India Twilight Tryst Dark Chocolate 125 g,Amul,chocolate,chocolate,125.0,g,141.0,jiomart
13,jiomart_duncans_finest_hand_picked_leaf_tea_duncans_finest_hand_picked_leaf_tea_double_diamond_premium_ctc_t,Duncans Finest Hand - Picked Leaf Tea Double Diamond Premium CTC Tea - 250g Pack,Duncans Finest Hand - Picked Leaf Tea,beverage,tea-cofee,250.0,g,149.0,jiomart
14,jiomart_goshudh_goshudh_black_salt_250_g_kala_namak,Goshudh Black Salt 250 g Kala Namak,Goshudh,essentials,salt-sugar,250.0,g,37.0,jiomart
15,jiomart_masterchow_masterchow_ultimate_asian_pantry_pack_of_15,Masterchow Ultimate Asian Pantry (Pack Of 15),Masterchow,noodles_pasta,noodles-pasta,15.0,pack,2686.0,jiomart
16,jiomart_dipi_doos_dipi_doos_chipotle_dressing,Dipi Doo's Chipotle Dressing,Dipi Doo'S,spread,sauce-ketchup-butter,,,128.0,jiomart
17,jiomart_fortune_fortune_rice_brain_refined_rice_bran_oil_435_kg,Fortune Rice Brain Refined Rice Bran Oil 4.35 kg,Fortune,essentials,oil,4.35,kg,765.0,jiomart
18,jiomart_veganic_veganic_organic_corn_daliya_makkaimakkimakai_dalia_makke_ka_attamokkajonna_gluten_free_200g,Veganic Organic Corn Daliya | Makkai/Makki/Makai Dalia | Makke ka Atta/Mokkajonna | Gluten Free 200G,Veganic,essentials,flour,200.0,g,169.0,jiomart
19,jiomart_pillsbury_pillsbury_vanilla_flavour_custard_powder_90_g,Pillsbury Vanilla Flavour Custard Powder 90 g,Pillsbury,ready_to_eat,ready-to-eat,90.0,g,36.0,jiomart
20,jiomart_desi_treat_desi_treat_vegan_mock_meat_800g_desi_treat_vegan_mock_meat_chicken800g_combo,Desi Treat Vegan Mock Meat 800g + Desi Treat Vegan Mock Meat Chicken800g Combo,Desi Treat,ready_to_eat,ready-to-eat,800.0,g,546.0,jiomart
21,jiomart_toffeeman_toffeeman_coconut_bite_toffees_300_g,Toffeeman Coconut Bite Toffees 300 g,Toffeeman,chocolate,chocolate,300.0,g,62.0,jiomart
22,jiomart_organic_purify_organic_purify_icing_sugar_pure_ultra_fine_18kg,"Organic Purify Icing Sugar,[ Pure & Ultra Fine ] 1.8KG",Organic Purify,essentials,salt-sugar,1.8,kg,449.0,jiomart
23,jiomart_good_life_good_life_suji_rawa_500_g,Good Life Suji / Rawa 500 g,Good Life,essentials,flour,500.0,g,27.0,jiomart
24,jiomart_haldirams_nagpur_haldirams_nagpur_moong_dal_200_g,Haldiram's Nagpur Moong Dal 200 g,Haldiram’S Nagpur,snacks,chips-namkeen,200.0,g,53.0,jiomart
25,jiomart_snickers_snickers_almond_filled_chocolate_bar_45_g,Snickers Almond Filled Chocolate bar 45 g,Snickers,chocolate,chocolate,45.0,g,67.0,jiomart
26,jiomart_natraj_the_right_choice_natraj_the_right_choice_punjabi_sugar_batasha_for_pujasugar_drop_candy_batas,NATRAJ The Right Choice Punjabi Sugar Batasha For Puja|Sugar Drop Candy | Batashe for Pooja and Culinary use|Patasha 350g,Natraj The Right Choice,essentials,salt-sugar,350.0,g,160.0,jiomart
27,jiomart_soni_farms_soni_farms_sunflower_oil_certified_organic_cold_pressed_4_litre_1_ltr_x_4,SoNi Farms Sunflower Oil | Certified Organic | Cold Pressed - 4 Litre (1 ltr X 4),Soni Farms,essentials,oil,4.0,L,1149.0,jiomart
28,jiomart_top_ramen_top_ramen_masala_instant_noodles_360_g,Top Ramen Masala Instant Noodles 360 g,Top Ramen,noodles_pasta,noodles-pasta,360.0,g,78.0,jiomart
29,jiomart_kelloggs_kelloggs_chocos_crunchy_bites_375_g,Kellogg's Chocos Crunchy Bites 375 g,Kellogg'S,snacks,breakfast,375.0,g,190.0,jiomart
30,jiomart_goshudh_goshudh_brown_sugar_4_kg_1kg_x_4_pack,Goshudh Brown Sugar 4 kg (1Kg X 4 Pack),Goshudh,essentials,salt-sugar,4.0,kg,576.0,jiomart
