batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_wingreens_farms_wingreens_farms_premium_vey_mayo_800_g,Wingreens Farms Premium Vey Mayo 800 g,Wingreens Farms,spread,sauce-ketchup-butter,800.0,g,117.0,jiomart
2,jiomart_nature_yard_nature_yard_black_raisins_seedless_kali_kismis_kishmish_dry_fruit_250_gm_premium_afghani,NATURE YARD Black Raisins Seedless / kali kismis / kishmish dry fruit - 250 Gm - Premium Afghani Seedless Dry Black Grapes,Nature Yard,essentials,dry-fruits-nuts,250.0,g,199.0,jiomart
3,jiomart_kwik_snack_kwik_snack_ott30oats_healthy_super_oats_pouch_pouch_200_g,kwik snack (OTT30-Oats) Healthy Super Oats Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart
4,jiomart_bevzilla_bevzilla_instant_coffee_powder_turkish_hazelnut_flavour_75_grams_100_premium_arabica_beans_,BEVZILLA Instant Coffee Powder (Turkish Hazelnut Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee,Bevzilla,beverage,tea-cofee,75.0,g,189.0,jiomart
5,jiomart_yoga_bar_yoga_bar_dry_fruits_trail_mix_850g,Yoga Bar Dry Fruits Trail Mix 850g,Yoga Bar,essentials,dry-fruits-nuts,850.0,g,569.0,jiomart
6,jiomart_ensure_ensure_diabetes_care_vanilla_drink_powder_375_g,Ensure Diabetes Care Vanilla Drink Powder 375 g,Ensure,beverage,juice-drink,375.0,g,773.0,jiomart
7,jiomart_devavo_devavo_coconut_green_chutney_powder_200_g_just_add_water_to_prepare_authentic_south_indian_re,Devavo Coconut Green Chutney Powder 200 g | Just Add Water to Prepare | Authentic South Indian Recipe | No Onion & Garlic | No Artificial Colour & Flavour | No Preservatives,Devavo,flavourings,pickles-chutney,200.0,g,249.0,jiomart
8,jiomart_green_piece_green_piece_gorkeri_sweet_mango_and_mango_pickle_500gm_pack_of_2,Green Piece Gor-Keri (Sweet Mango ) and Mango Pickle 500gm. (Pack of 2),Green Piece,flavourings,pickles-chutney,500.0,g,274.0,jiomart
9,jiomart_laxmi_laxmi_daily_feast_500_gm_rangooni_val_lima_beans,Laxmi Daily Feast 500 gm Rangooni Val | Lima Beans,Laxmi,essentials,pulses,500.0,g,239.0,jiomart
10,jiomart_topales_topales_premium_wooden_cold_pressed_coconut_oil_100ml_pack_of_2,TOPALE'S - Premium Wooden Cold Pressed Coconut Oil 100ML| Pack of 2,Topale'S,essentials,oil,100.0,ml,230.0,jiomart
11,jiomart_kwik_snack_kwik_snack_ott12oats_super_oats_pouch_pouch_200_g,kwik snack (OTT12-Oats) Super Oats Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart
12,jiomart_surya_surya_500g_mixveg_pickle_home_made_taste,Surya 500g MixVeg Pickle | Home made Taste,Surya,flavourings,pickles-chutney,500.0,g,195.0,jiomart
13,jiomart_nutra_vita_nutra_vita_freeze_dried_fine_cheese_flakes_grated_cheese_200_g,Nutra Vita Freeze Dried fine Cheese Flakes (Grated Cheese) 200 g,Nutra Vita,dairy,cheese-paneer,200.0,g,589.0,jiomart
14,jiomart_bevzilla_bevzilla_200_gram_100_arabica_instantpremium_french_vanilla_make_100_cups_espresso_latte_ca,"Bevzilla 200 Gram 100% Arabica Instant(Premium French Vanilla) | Make 100 Cups | Espresso, Latte & Cappucino| Hot & Cold Coffee | Unbreakable Jar",Bevzilla,beverage,tea-cofee,200.0,g,379.0,jiomart
15,jiomart_catch_catch_coriander_powder_100_g,Catch Coriander Powder 100 g,Catch,essentials,masala,100.0,g,26.0,jiomart
16,jiomart_the_oil_factory_the_oil_factory_extra_light_olive_oil_ideal_for_all_indian_cooking_imported_from_spa,"The Oil Factory Extra Light Olive Oil, Ideal for All Indian Cooking, (Imported from Spain) - 2 LTR Pet Bottle",The Oil Factory,essentials,oil,2.0,L,699.0,jiomart
17,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_23,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *23,Choyo,noodles_pasta,noodles-pasta,,,1800.0,jiomart
18,jiomart_bingo_bingo_mad_angles_achaari_masti_60_g,Bingo Mad Angles Achaari Masti 60 g,Bingo,snacks,chips-namkeen,60.0,g,16.0,jiomart
19,jiomart_health_fields_healthfields_organic_arhar_dal_1kg,HealthFields Organic Arhar Dal 1Kg,Health Fields,essentials,pulses,1.0,kg,490.0,jiomart
20,jiomart_nakoda_nakoda_nourish_golden_blend_oil,Nakoda Nourish Golden Blend Oil,Nakoda,essentials,oil,,,945.0,jiomart
21,jiomart_luvit_luvit_smackers_chocolate_flavoured_lollipops_4_exciting_flavours_for_kids_chocolate_butterscot,"LuvIt Smackers Chocolate Flavoured Lollipops | 4 exciting Flavours for Kids (Chocolate Butterscotch, Chocolate Vanilla, Chocolate Strawberry & Chocolate) | Pack of 1 - 480g",Luvit,chocolate,chocolate,4.0,exciting,209.0,jiomart
22,jiomart_organic_anand_orgnic_anand_100_natural_panchmel_pickle_beetroot_mooli_matar_gajar_gobhi_shalgam_ka_a,"Orgnic Anand | 100% Natural Panchmel Pickle | Beetroot, Mooli, Matar Gajar, Gobhi, Shalgam ka Achar | Homemade Mixed Pickle |350gm Jar",Organic Anand,flavourings,pickles-chutney,350.0,g,309.0,jiomart
23,jiomart_taste_good_taste_good_karela_biscuits_high_fiber_tasty_and_healthy_sugar_free_snacks_3000_g_pack_of_,"Taste Good Karela Biscuits High Fiber, Tasty and Healthy Sugar Free Snacks, 3000 g - Pack of 30",Taste Good,snacks,biscuit,3000.0,g,1199.0,jiomart
24,jiomart_ksetrikagrha_ksetrikagrha_husking_jeera_kathi_rice_5kg,Ksetrikagrha Husking Jeera Kathi Rice 5kg,Ksetrikagrha,essentials,rice,5.0,kg,1195.0,jiomart
25,jiomart_ahaar_ahaar_2_kg_maize_flourmakki_atta_500gm_each_x_4_pack,Ahaar 2 Kg Maize Flour/Makki Atta (500gm each X 4 pack),Ahaar,essentials,flour,2.0,kg,248.0,jiomart
26,jiomart_manna_manna_health_mix_instant_200g_millets_spinach_carrot_dal_milk_baby_food_baby_cereal,"Manna Health Mix Instant 200g, Millets, Spinach, Carrot, Dal & Milk | Baby Food | Baby Cereal",Manna,baby,baby,200.0,g,161.0,jiomart
27,jiomart_derista_sonai_derista_cheese_slices_450_g_pack,Sonai Derista Cheese Slices 450 g (Pack),Derista,dairy,cheese-paneer,450.0,g,205.0,jiomart
