batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_best_farms_best_farms_urad_dal_1_kg,Best Farms Urad Dal 1 kg,Best Farms,essentials,pulses,1.0,kg,181.0,jiomart
2,jiomart_steviocal_steviocal_sugar_free_zero_calorie_stevia_sweetener_powder_jar_for_diet_480_gm_pack_of_six,Steviocal Sugar Free Zero Calorie Stevia Sweetener Powder Jar for Diet 480 gm Pack of Six,Steviocal,essentials,salt-sugar,480.0,g,3441.0,jiomart
3,jiomart_trinetra_trinetra_iodised_salt_5_kg_1kg_x_5_pack_natural_salt,Trinetra Iodised Salt 5 kg (1Kg X 5 Pack) Natural Salt,Trinetra,essentials,salt-sugar,5.0,kg,380.0,jiomart
4,jiomart_kwik_snack_kwik_snack_ks3oats_100_natural_oats_pouch_400_g,kwik snack (KS3-Oats) 100% Natural Oats Pouch (400 g),Kwik Snack,snacks,breakfast,400.0,g,197.0,jiomart
5,jiomart_momsy_momsy_premium_quality_pure_handmade_desi_ghee_jeera_biscuits_950gm,Momsy Premium Quality Pure Handmade Desi Ghee Jeera Biscuits (950gm),Momsy,snacks,biscuit,950.0,g,391.0,jiomart
6,jiomart_hetha_hetha_basmati_ricecertified_organicsingle_origin15kg,Hetha Basmati Rice-Certified Organic|Single Origin-1.5Kg,Hetha,essentials,rice,1.5,kg,645.0,jiomart
7,jiomart_organic_tattva_organic_tattva_organic_roasted_chana_dal_500g_roasted_bengalgram_dal_rich_in_protein_,"Organic Tattva, Organic Roasted Chana Dal 500G | Roasted Bengalgram Dal | Rich in Protein | Naturally Gluten Free | Unpolished Dal | Pesticide and Chemical Free | Pack of 4",Organic Tattva,essentials,pulses,500.0,g,496.0,jiomart
8,jiomart_goshudh_goshudh_kuttu_atta_1_kg_pack,Goshudh Kuttu Atta 1 kg Pack,Goshudh,essentials,flour,1.0,kg,310.0,jiomart
9,jiomart_mamafeast_mamafeast_cornflakes_1kg_pack_of_4_x_250g,Mamafeast Cornflakes 1kg (pack of 4 x 250g),Mamafeast,snacks,breakfast,,g,299.0,jiomart
10,jiomart_tastea_anand_jolliz_tastea_anand_jolliz_namkeen_sakkarpara_ready_to_eat_snacks_indian_snacks_chai_ti,TASTEA Anand Jolliz namkeen Sakkarpara | Ready To Eat Snacks | Indian Snacks | Chai Time Namkeen | 200 gm each | Pack of 3,Tastea Anand Jolliz,snacks,chips-namkeen,200.0,g,130.0,jiomart
11,jiomart_groshaat_groshaat_suji_rava_500g_pack,Groshaat Suji (Rava)- 500g Pack,Groshaat,essentials,flour,500.0,g,175.0,jiomart
12,jiomart_zerog_zerog_bread_mix,Zero-G Bread Mix,Zero-G,essentials,flour,,,353.0,jiomart
13,jiomart_bansiram_bansiram_mari_kela_wafers_325_g,BANSIRAM MARI KELA WAFERS 325 G,Bansiram,snacks,chips-namkeen,325.0,g,135.0,jiomart
14,jiomart_tastea_anand_jolliz_tastea_anand_jolliz_namkeen_bhakharwadi_ready_to_eat_snack_indian_snack_chai_tim,TASTEA Anand Jolliz namkeen | Bhakharwadi | Ready To Eat Snack | Indian Snack | Chai Time Namkeen | 200 gm each | Pack of 3,Tastea Anand Jolliz,snacks,chips-namkeen,400.0,g,130.0,jiomart
15,jiomart_gropure_organic_gropure_organic_ambemohar_rice_900g,GroPure Organic Ambemohar Rice - 900g,Gropure Organic,essentials,rice,900.0,g,289.0,jiomart
16,jiomart_add_me_add_me_lasoda_gunda_pickle_in_mustard_oil_300g_rajasthani_lasode_ka_achar_glass_pack,Add me Lasoda Gunda Pickle in Mustard Oil 300g | Rajasthani lasode ka achar Glass Pack,Add Me,flavourings,pickles-chutney,300.0,g,249.0,jiomart
17,jiomart_nescafe_nescafe_gold_blend_rich_aroma_instant_coffee_200_g,Nescafe Gold Blend Rich Aroma Instant Coffee 200 g,Nescafe,beverage,tea-cofee,200.0,g,1139.0,jiomart
18,jiomart_vedic_wellness_vedic_wellness_pumpkin_seeds_rich_in_fiber_zinc_antioxidants_healthy_snack_superfood_,"VEDIC WELLNESS Pumpkin Seeds | Rich in Fiber, Zinc & Antioxidants | Healthy Snack Superfood | 1kg",Vedic Wellness,essentials,dry-fruits-nuts,1.0,kg,489.0,jiomart
19,jiomart_btw_btw_cheezy_bhujia_namkeen_450g_150g_x_3_tasty_namkeen_bhujiya_indian_snacks,BTW Cheezy Bhujia Namkeen 450g (150g X 3) | Tasty Namkeen Bhujiya Indian Snacks,Btw,snacks,chips-namkeen,450.0,g,115.0,jiomart
20,jiomart_cheras_cheras_combo_1_mixture_arumbu_murukku_oma_podi_kara_sev_diamond_biscuit_pack_of_5_100g_each_x,"Chera's Combo 1 - Mixture, Arumbu Murukku, Oma Podi, Kara Sev, Diamond Biscuit - Pack of 5 - 100g each x 5",Chera'S,snacks,chips-namkeen,100.0,g,240.0,jiomart
21,jiomart_city_salt_city_salt_sprinkler_rock_salt_4_kg,City Salt Sprinkler Rock Salt 4 KG,City Salt,essentials,salt-sugar,4.0,kg,260.0,jiomart
22,jiomart_impact_impact_mints_sugarfree_strong_mint_from_germany_14_g_x_2,"Impact Mints Sugarfree Strong Mint from germany, 14 g x 2",Impact,chocolate,chocolate,14.0,g,349.0,jiomart
23,jiomart_maharani_maharani_everyday_basmati_rice_with_rich_aroma_and_royal_taste_5_kg,Maharani Everyday Basmati Rice with Rich Aroma and Royal Taste - 5 Kg,Maharani,essentials,rice,5.0,kg,699.0,jiomart
24,jiomart_gustora_gustora_combo_pack_of_assorted_kids_pasta_tomato_ketchup_i_my_toys_my_princess_250g_tomato_k,"Gustora Combo Pack of Assorted Kids Pasta & Tomato Ketchup I My Toys, My Princess 250g & Tomato Ketchup 1kg I Made of Durum Wheat Semolina I Rich in Protein & Fibre I Zero cholesterol (1.25 Kg)",Gustora,noodles_pasta,noodles-pasta,250.0,g,269.0,jiomart
25,jiomart_aeroplane_aeroplane_gold_basmati_rice_10_kg,"Aeroplane Gold Basmati Rice, 10 Kg",Aeroplane,essentials,rice,10.0,kg,1488.0,jiomart
26,jiomart_vale_of_kashmir_vale_of_kashmir_walnut_butter_220g_almond_butter_220_g_pure_natural_no_added_preserv,"Vale Of Kashmir Walnut Butter 220g + Almond Butter 220 g, Pure Natural, No Added Preservatives",Vale Of Kashmir,spread,sauce-ketchup-butter,220.0,g,649.0,jiomart
27,jiomart_ghotaram_ghotaram_masala_matar_bhuna_masala_green_matar_spicy_roasted_peas_crunchy_green_matar_chakh,Ghotaram Masala Matar | Bhuna Masala Green Matar | Spicy Roasted Peas | Crunchy Green Matar | Chakhna Snacks Spicy Healthy Authentic Indian Snacks | Bachcho Ka Favourite Savoury Snack-300g*1Pack,Ghotaram,snacks,chips-namkeen,300.0,g,240.0,jiomart
28,jiomart_harikishorees_harikishorees_mango_pickle_250g_spicy_tangy_aam_ka_achar_homemade_style_traditional_in,HARIKISHOREE'S Mango Pickle 250g | Spicy & Tangy Aam Ka Achar | Homemade Style | Traditional Indian Pickle | No Preservatives,Harikishoree'S,flavourings,pickles-chutney,250.0,g,210.0,jiomart
29,jiomart_classic_harvest_classic_harvest_besan_gram_flour_chana_dal_besan_500_gm,Classic Harvest Besan / Gram Flour / Chana Dal Besan 500 gm,Classic Harvest,essentials,flour,500.0,g,158.0,jiomart
30,jiomart_jivo_jivo_cold_pressed_canola_oil_1_l,Jivo Cold Pressed Canola Oil 1 L,Jivo,essentials,oil,1.0,L,479.0,jiomart
31,jiomart_pinkcity_pinkcity_wellness_cold_pressed_sunflower_oil_chemical_free_1_ltr_x_5_bottles_5_litres,Pinkcity Wellness Cold Pressed Sunflower Oil | Chemical Free |1 Ltr x 5 Bottles | 5 Litres,Pinkcity,essentials,oil,1.0,L,1049.0,jiomart
32,jiomart_freshocartz_freshocartz_organic_whole_brown_chana_1_kg,FreshoCartz Organic Whole Brown Chana 1 Kg,Freshocartz,essentials,pulses,1.0,kg,224.0,jiomart
33,jiomart_gongloo_gongloo_homemade_tomato_pickle_fresh_tangy_tomato_chutney_tamatar_ka_achar_400_grams_tomato_,"Gongloo Homemade Tomato Pickle, Fresh Tangy Tomato Chutney, Tamatar Ka Achar (400 Grams) Tomato Murabba",Gongloo,flavourings,pickles-chutney,400.0,g,160.0,jiomart
34,jiomart_add_me_homemade_ramkela_mango_pickle_500gm_punjabi_aam_ka_achar_north_indian_recipe_glass_pack,Homemade Ramkela Mango Pickle 500gm Punjabi aam ka achar North Indian Recipe Glass Pack,Add Me,flavourings,pickles-chutney,500.0,g,349.0,jiomart
35,jiomart_ghotaram_ghotaram_gfp_calcutta_classic_chana_jor_garam_namkeen_kolkata_chanachurnamkeenspicy_chickpe,"GHOTARAM GFP Calcutta Classic Chana Jor Garam Namkeen Kolkata Chanachur/Namkeen/Spicy Chickpeas with Other Snack Ingredients| |Contains No MSG, Zero Cholesterol, Trans Fat & Sugar-250*1Pack",Ghotaram,snacks,chips-namkeen,1.0,pack,220.0,jiomart
36,jiomart_gongloo_gongloo_ginger_pickle_natural_ingredientsless_mustard_oil_400_grams_ginger_pickle,"Gongloo Ginger Pickle, Natural Ingredients,Less Mustard Oil (400 Grams) Ginger Pickle",Gongloo,flavourings,pickles-chutney,400.0,g,183.0,jiomart
37,jiomart_gustora_gustora_healthy_conchiglie_rigatoni_pasta_combo_pack_of_2_of_2_i_durum_wheat_semolina_i_rich,Gustora Healthy Conchiglie & Rigatoni Pasta Combo Pack of 2 of 2 I Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - 700 Gm,Gustora,noodles_pasta,noodles-pasta,2.0,of,191.0,jiomart
38,jiomart_zerobeli_zerobeli_jowar_choco_chip_cookies_500g_pack_of_250g_x2no_maida_no_palm_oilkid_friendly_snac,Zerobeli Jowar Choco Chip Cookies 500g (Pack of 250g x2)|No Maida| No Palm Oil|Kid Friendly Snack|No Preservatives,|Zerobeli,snacks,biscuit,500.0,g,414.0,jiomart
39,jiomart_mothers_recipe_mothers_recipe_mango_pickle_500_g,Mother's Recipe Mango Pickle 500 g,Mother'S Recipe,flavourings,pickles-chutney,500.0,g,74.0,jiomart
