batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_aashirvaad_aashirvaad_sugar_control_atta_1_kg,Aashirvaad Sugar Control Atta 1 kg,Aashirvaad,essentials,flour,1.0,kg,78.0,jiomart
2,jiomart_trinetra_trinetra_soya_chunks_4_kg_1kg_x_4_pack,Trinetra Soya Chunks 4 kg (1Kg X 4 Pack),Trinetra,essentials,wheat-soya,4.0,kg,720.0,jiomart
3,jiomart_bb_organics_bb_organics_karupattipalm_jaggery_powder_500_gtraditional_palm_jaggery_powderkarupatti_t,B&B Organics Karupatti/Palm Jaggery Powder - 500 g/Traditional Palm Jaggery powder/Karupatti Thool,B&B Organics,essentials,salt-sugar,500.0,g,346.0,jiomart
4,jiomart_savara_nuts_savara_nuts_natural_dried_anjeer_figs_400_gm_premium_quality_no_added_sugar,"Savara nuts Natural Dried Anjeer (Figs) - 400 gm | Premium Quality, No Added Sugar",Savara Nuts,essentials,dry-fruits-nuts,400.0,g,330.0,jiomart
5,jiomart_orbit_wrigleys_orbit_sugar_free_sweetmint_chewing_gum_198_g,Wrigley's Orbit Sugar Free Sweetmint Chewing Gum 19.8 g,Orbit,chocolate,chocolate,19.8,g,42.0,jiomart
6,jiomart_cook_garden_cookgarden_protein_rich_breakfast_instant_oats_500_gm_pack_of_9,CookGarden Protein Rich Breakfast Instant Oats 500 gm - Pack Of 9,Cook Garden,snacks,breakfast,500.0,g,1149.0,jiomart
7,jiomart_add_me_add_me_pudina_chutney_210_gm_classic_indian_mint_sauce_bhelpuri_pani_puri_chutneys,Add me Pudina Chutney 210 Gm Classic Indian Mint Sauce bhelpuri pani Puri chutneys,Add Me,flavourings,pickles-chutney,210.0,g,149.0,jiomart
8,jiomart_india_flavour_india_flavour_chocolate_mocha_strong_instant_coffee_powder_no_chicory_100_gm_coffee_50,"INDIA FLAVOUR Chocolate Mocha | Strong Instant Coffee Powder, No Chicory | 100 gm coffee, 50 Servings",India Flavour,beverage,tea-cofee,100.0,g,282.0,jiomart
9,jiomart_royal_royal_white_vinegar_750_ml_pack_of_2_premium_foodgrade_ideal_for_salads_pickles_everyday_kitch,"Royal White Vinegar 750 ml (Pack of 2) - Premium Food-Grade | Ideal for Salads, Pickles & Everyday Kitchen Use",Royal,spread,sauce-ketchup-butter,750.0,ml,249.0,jiomart
10,jiomart_ansubaa_ansubaa_methi_masala_thepla_vacuum_packed_10_pieces_in_1_box_ready_to_eat_gujarati_snack_3_m,Ansubaa Methi Masala Thepla | Vacuum Packed | 10 Pieces in 1 Box | Ready to Eat Gujarati Snack | 3 Month Shelf Life | Free Pickle Inside | Indian Wheat Bread | Pure Vegetarian Food,Ansubaa,ready_to_eat,ready-to-eat,10.0,pcs,189.0,jiomart
11,jiomart_luvit_luvit_luscious_dark_love_delights_heart_shaped_dark_chocolate_bars_pack_of_1_180g_each,LuvIt Luscious Dark Love Delights - Heart Shaped Dark Chocolate Bars| Pack of 1 - 180g Each,Luvit,chocolate,chocolate,180.0,g,254.0,jiomart
12,jiomart_aeroplane_brand_aeroplane_la_taste_golden_sela_bamsati_rice_5_kg,Aeroplane La Taste Golden Sela Bamsati Rice - 5 Kg,Aeroplane Brand,essentials,rice,5.0,kg,624.0,jiomart
13,jiomart_savour_savour_oats_1kg_jar_pack_of_3,Savour Oats 1kg Jar Pack of 3,Savour,snacks,breakfast,1.0,kg,690.0,jiomart
14,jiomart_ashok_ashok_cooklite_roasted_vermicelli_400g_pack_of_2,Ashok Cooklite Roasted Vermicelli 400g pack of 2,Ashok,noodles_pasta,noodles-pasta,400.0,g,189.0,jiomart
