batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_natures_quest_natures_quest_jaggery_powder_900gms_nattu_sakkarai_gur_powder_gud_powder,Nature's Quest Jaggery Powder 900Gms | Nattu Sakkarai | Gur Powder | Gud Powder,Nature'S Quest,essentials,salt-sugar,900.0,g,262.0,jiomart
2,jiomart_vasani_g_vasani_g_jowar_flour_5kg_bulk_glutenfree_atta_for_nutritious_meals,Vasani G Jowar Flour 5kg | Bulk Gluten-Free Atta | For Nutritious Meals,Vasani G,essentials,flour,5.0,kg,689.0,jiomart
3,jiomart_yogabar_yogabar_wholegrain_breakfast_muesli_900g_450g_x_2_dark_chocolate_cranberry_25_dry_fruits_nut,"Yogabar Wholegrain Breakfast Muesli 900g (450g x 2), Dark Chocolate Cranberry, 25% Dry Fruits, Nuts and Seeds | Healthy Breakfast Cereals | Gluten Free | Antioxidant Rich | Healthy Food for Breakfast | Protein Rich",Yogabar,snacks,breakfast,900.0,g,689.0,jiomart
4,jiomart_aeroplane_brand_aeroplane_shudh_chakki_atta_10_kg,Aeroplane Shudh Chakki Atta| 10 Kg,Aeroplane Brand,essentials,flour,10.0,kg,569.0,jiomart
5,jiomart_lila_dry_fruits_lila_dry_fruits_daily_needs_dryfruit_combo_pack_jar_500_grams_5_x_100g_american_almo,"Lila Dry Fruits Daily Needs DryFruit Combo Pack Jar 500 Grams (5 x 100g) American Almonds, California Walnuts, Afghani Anjeer, Cashews, Raisins | Healthy and Nutritious | Rich in Vitamins Minerals",Lila Dry Fruits,essentials,dry-fruits-nuts,,g,549.0,jiomart
6,jiomart_dharmasut_dharmasut_butterscotch_ice_cream_powder_100_g_each_pack_of_3,"Dharmasut Butterscotch Ice Cream Powder, 100 G Each (Pack Of 3)",Dharmasut,ready_to_eat,ready-to-eat,100.0,g,267.0,jiomart
7,jiomart_tetley_tetley_lemon_honey_green_tea_bags_100_pcs,Tetley Lemon & Honey Green Tea Bags 100 pcs,Tetley,beverage,tea-cofee,100.0,pcs,610.0,jiomart
8,jiomart_patanjali_patanjali_chakki_whole_wheat_with_bran_atta_10_kg,Patanjali Chakki Whole Wheat With Bran Atta 10 kg,Patanjali,essentials,flour,10.0,kg,470.0,jiomart
9,jiomart_protinex_protinex_creamy_vanilla_400_g,Protinex Creamy Vanilla 400 g,Protinex,beverage,juice-drink,400.0,g,527.0,jiomart
10,jiomart_postman_postman_mustard_oil_3l_refined_groundnut_oil_1l,Postman Mustard Oil 3L & Refined Groundnut Oil 1L,Postman,essentials,oil,3.0,L,1080.0,jiomart
11,jiomart_octavius_octavius_elaichicardamom_tea_strong_aromatic_assam_chai_patti_1kg_pack,"Octavius Elaichi/Cardamom Tea | Strong, Aromatic Assam Chai Patti - 1kg Pack",Octavius,beverage,tea-cofee,1.0,kg,319.0,jiomart
12,jiomart_jivo_jivo_cold_press_canola_oil_5_l_with_free_jivo_pomace_olive_oil_1_l,Jivo Cold Press Canola Oil 5 L With Free Jivo Pomace Olive Oil 1 L,Jivo,essentials,oil,6.0,L,1399.0,jiomart
13,jiomart_food_library_the_magic_of_nature_food_library_rajasthani_missi_roti_atta_flour_400_g_pack_of_1,"Food Library Rajasthani Missi Roti Atta Flour, 400 G (Pack Of 1)",Food Library The Magic Of Nature,essentials,flour,400.0,g,220.0,jiomart
14,jiomart_pintola_pintola_high_protein_dark_chocolate_peanut_butter_crispy_1kg_30g_protein_whey_protein_high_f,"Pintola HIGH Protein DARK Chocolate Peanut Butter (Crispy, 1kg) 30g Protein, Whey Protein, High Fiber, Crispy, Gluten Free, Zero Trans Fat & Unsalted Chocolate flavour Nutbutter, Premium Roasted Nuts",Pintola,spread,sauce-ketchup-butter,1.0,kg,645.0,jiomart
15,jiomart_caf_coffee_day_caf_coffee_day_peaberry_coffee_powder_100_pure_peaberry_coffee_freshly_grounded_morni,Café Coffee Day | Peaberry Coffee Powder | 100% Pure Peaberry Coffee| Freshly Grounded| Morning Coffee | Direct from Chikmangalur | Pack of 2,Café Coffee Day,beverage,tea-cofee,2.0,pack,540.0,jiomart
16,jiomart_yuvraj_yuvraj_bikaneri_rasgulla_or_gulab_jamun_sweets_combo_tin_pack_500_gm_x_2,Yuvraj Bikaneri Rasgulla Or Gulab Jamun Sweets Combo Tin Pack ( 500 Gm x 2),Yuvraj,snacks,chips-namkeen,500.0,g,285.0,jiomart
17,jiomart_kwality_kwality_ice_cream_mix_100g_box_strawberrypack_of_5,Kwality Ice Cream Mix 100g Box Strawberry[Pack of 5],Kwality,ready_to_eat,ready-to-eat,100.0,g,249.0,jiomart
18,jiomart_aeroplane_aeroplane_royal_basmati_rice_10_kg,"Aeroplane Royal Basmati Rice, 10 Kg",Aeroplane,essentials,rice,10.0,kg,999.0,jiomart
19,jiomart_bb_organics_bb_organics_foxtail_millet_flakes_300g_traditional_millet_flakesthinai_aval,B&B Organics Foxtail Millet Flakes (300g)/ Traditional Millet Flakes/Thinai Aval,B&B Organics,snacks,breakfast,300.0,g,138.0,jiomart
20,jiomart_trinetra_trinetra_jau_daliya_2_kg_1kg_x_2_pack,Trinetra Jau Daliya 2 kg (1Kg X 2 Pack),Trinetra,essentials,flour,2.0,kg,375.0,jiomart
21,jiomart_24_mantra_organic_24_mantra_organic_chana_dal_500_g,24 Mantra Organic Chana Dal 500 g,24 Mantra Organic,essentials,pulses,500.0,g,93.0,jiomart
22,jiomart_date_crown_date_crown_daily_goodness_kalmi_safawi_dates_500_g,Date Crown Daily Goodness Kalmi Safawi Dates 500 g,Date Crown,essentials,dry-fruits-nuts,500.0,g,280.0,jiomart
23,jiomart_unifit_unifit_muesli_cookies_300g,Unifit Muesli Cookies 300g,Unifit,snacks,bakery,300.0,g,295.0,jiomart
24,jiomart_br_cart_br_cart_crystal_sweet_sugar_1400_g,"Br Cart Crystal Sweet Sugar, 1400 g",Br Cart,essentials,salt-sugar,1400.0,g,279.0,jiomart
25,jiomart_trinetra_trinetra_rice_flour_5_kg_pack,Trinetra Rice Flour 5 kg Pack,Trinetra,essentials,flour,5.0,kg,620.0,jiomart
26,jiomart_figaro_figaro_olive_oil_100_ml,Figaro Olive Oil 100 ml,Figaro,essentials,oil,100.0,ml,199.0,jiomart
