batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_gustora_gustora_healthy_fettuccine_macaroni_pasta_combo_pack_of_2_made_of_durum_wheat_semolina_i_ric,Gustora Healthy Fettuccine & Macaroni Pasta Combo Pack of 2 Made Of Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - (500 Gm X 2),Gustora,noodles_pasta,noodles-pasta,2.0,,239.0,jiomart
2,jiomart_vedarth_vedarth_organic_yellow_moong_dal_split_5_kg,Vedarth Organic Yellow Moong Dal (Split) (5 kg),Vedarth,essentials,pulses,5.0,kg,1249.0,jiomart
3,jiomart_gms_tulsi_tea_gms_tulsi_tea_tulsi_tea_classic_ctc_leaf_2_kg_500g_free_strong_and_rich_blend_for_tea_,G.M.’S TULSI TEA | Tulsi Tea Classic | CTC Leaf 2 Kg + 500G FREE | Strong and Rich Blend For Tea Lovers,G.M.’S Tulsi Tea,beverage,tea-cofee,,M,1120.0,jiomart
4,jiomart_momsy_momsy_premium_chana_masala_papad_200gm_sardarshahar_famous_fresh_saji_papads,Momsy Premium Chana Masala Papad (200gm) | Sardarshahar famous fresh Saji Papads,Momsy,ready_to_eat,ready-to-eat,200.0,g,172.0,jiomart
5,jiomart_aryionuts_aryionuts_fresh_tutti_frutti_cherries_for_cookies_ice_creams_and_cake_decoration_400g,"Aryionuts Fresh Tutti Frutti, Cherries for Cookies, Ice Creams and Cake Decoration 400g",Aryionuts,chocolate,chocolate,400.0,g,149.0,jiomart
6,jiomart_malkist_malkist_chocolate_flavoured_cracker_biscuits_family_pack_144g_pack_of_8_with_cashback_offer,Malkist Chocolate Flavoured Cracker Biscuits (family pack) - 144g (Pack of 8 ) with Cashback offer,Malkist,snacks,biscuit,144.0,g,480.0,jiomart
7,jiomart_great_sunshine_nuts_great_sunshine_nuts_afgani_anjeer_dry_fruit_dried_figs_1kg_afghani_dry_fruits_an,GREAT SUNSHINE NUTS Afgani Anjeer Dry Fruit Dried Figs 1kg| Afghani Dry Fruits Anjir (Dried Figs) Dry Fruits for Body Mass Loss,Great Sunshine Nuts,essentials,dry-fruits-nuts,1.0,kg,669.0,jiomart
8,jiomart_date_crown_date_crown_premium_fard_dates_500_g,Date Crown Premium Fard Dates 500 g,Date Crown,essentials,dry-fruits-nuts,500.0,g,196.0,jiomart
9,jiomart_protium_protium_premium_quality_mix_dryfruits_jar_pack_dryfruits_and_panchmewa_mix_natural_and_organ,PROTIUM Premium Quality Mix Dryfruits (Jar Pack) | Dryfruits and Panchmewa Mix| Natural and Organic 1kg,Protium,essentials,dry-fruits-nuts,1.0,kg,459.0,jiomart
10,starquik_epigamia_epigamia_every_day_yogurt_strawberry_75_gm,Epigamia Every Day Yogurt Strawberry 75 Gm,Epigamia,dairy,general,75.0,g,,starquik
