batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_bikaji_bikaji_tana_tan_aloo_bhujia_200_g,Bikaji Tana Tan Aloo Bhujia 200 g,Bikaji,snacks,chips-namkeen,200.0,g,45.0,jiomart
2,jiomart_sams_sams_tomato_ketchup_1kg_pure_thick_and_soya_sauce_700g_combo_natural_ingredients,"Sams Tomato Ketchup 1kg Pure & Thick and Soya Sauce 700g Combo, Natural Ingredients",Sams,spread,sauce-ketchup-butter,1.0,kg,230.0,jiomart
3,jiomart_momsy_momsy_premium_quality_white_urad_dal_split_pulses_450gm,Momsy Premium Quality White Urad Dal| Split| Pulses (450gm),Momsy,essentials,pulses,450.0,g,177.0,jiomart
4,jiomart_lokraj_lokraj_premium_lokwan_wheat_atta_1kg_pack_of_4,LokRaj Premium Lokwan wheat Atta 1kg (Pack of 4),Lokraj,essentials,flour,1.0,kg,444.0,jiomart
5,jiomart_sambhojanam_sambhojanam_combo_of_vrat_aahar1550_gm_kuttu_atta900gm_singhara_atta450gm_sendha_namak20,"Sambhojanam Combo of Vrat Aahar-1550 gm| Kuttu Atta-900gm, Singhara Atta-450gm & Sendha Namak-200gm",Sambhojanam,essentials,flour,1550.0,g,425.0,jiomart
6,jiomart_zerog_zerog_potato_starch,Zero-G Potato Starch,Zero-G,essentials,flour,,,381.0,jiomart
7,jiomart_parle_parle_fab_bourbon_chocolate_sandwich_biscuits_450_g,Parle Fab! Bourbon Chocolate Sandwich Biscuits 450 g,Parle,snacks,biscuit,450.0,g,71.0,jiomart
8,jiomart_octavius_octavius_kadak_assam_ctc_chai_175kg_strong_kadak_regular_black_assam_tea_1kg_pack_with_3_pa,"Octavius KADAK Assam CTC Chai 1.75kg | Strong Kadak Regular Black Assam Tea 1Kg Pack with 3 packs of 250gm | Assam & Dooars Tea Blended CTC Black Tea Powder, Chai Patti 1.75kg",Octavius,beverage,tea-cofee,1.75,kg,435.0,jiomart
9,jiomart_yogabar_yogabar_oatmeal_1kg_no_added_sugar_weight_loss_breakfast_cereal_added_alphonso_mango_chia_se,"Yogabar Oatmeal 1kg | No Added Sugar | Weight loss Breakfast Cereal | Added Alphonso Mango, Chia Seeds, Real Fruits, Berries, Whole Grains & chia seeds | High in Iron & Fibre | 100%Vegan & No Preservatives",Yogabar,snacks,breakfast,1.0,kg,463.0,jiomart
10,jiomart_dhampur_green_dhampur_green_organic_white_sugar_jar_800g_x_3_table_sugar_chini_shakkar_100_organic_q,"Dhampur Green Organic White Sugar (Jar) 800g X 3, Table Sugar/ Chini/ Shakkar| 100% Organic | Quick Dissolving | Chemical Free | Pesticides Free",Dhampur Green,essentials,salt-sugar,800.0,g,595.0,jiomart
11,jiomart_lg_lg_compounded_hing_powder_100_g,LG Compounded Hing Powder 100 g,Lg,essentials,masala,100.0,g,180.0,jiomart
12,jiomart_classic_harvest_classic_harvest_authentic_tibar_basmati_rice_with_rich_aroma_900g,Classic Harvest Authentic Tibar Basmati Rice ( with rich aroma ) 900g,Classic Harvest,essentials,rice,900.0,g,199.0,jiomart
13,jiomart_farmbean_farmbean_jaggery_powder_900gms_nattu_sakkarai_gur_powder_gud_powder,Farmbean Jaggery Powder 900Gms | Nattu Sakkarai | Gur Powder | Gud Powder,Farmbean,essentials,salt-sugar,900.0,g,449.0,jiomart
14,jiomart_lijjat_lijjat_pepper_udad_papad_1_kg,Lijjat Pepper Udad Papad 1 kg,Lijjat,ready_to_eat,ready-to-eat,1.0,kg,347.0,jiomart
15,jiomart_vistevia_vistevia_sugar_free_pineapple_jam_diabetic_and_keto_friendly_sweetened_naturally_with_stevi,"Vistevia Sugar Free Pineapple Jam, Diabetic and Keto Friendly - Sweetened Naturally with Stevia, More Than 60% Pineapple Content - Tastes Delicious - Pack of 1 (220GM)",Vistevia,spread,sauce-ketchup-butter,220.0,g,285.0,jiomart
16,jiomart_imported_imported_monster_energy_mango_loco_juiced_energy_drink_energy_drink_500_ml_mango_flavour_im,Imported - Monster Energy Mango Loco Juiced Energy Drink Energy Drink 500 ml (Mango Flavour) - Imported from USA,Imported,beverage,juice-drink,500.0,ml,340.0,jiomart
17,jiomart_green_piece_green_piece_black_olives_230gm_and_green_olives_230gm,Green Piece Black Olives (230gm) and Green Olives (230gm),Green Piece,ready_to_eat,ready-to-eat,230.0,g,359.0,jiomart
18,jiomart_kotharis_royal_organic_foods_kotharis_royal_organic_palm_sugar_200gm,Kothari's Royal Organic Palm Sugar 200gm,Kothari’S Royal Organic Foods,essentials,salt-sugar,200.0,g,175.0,jiomart
19,jiomart_good_life_good_life_broken_cashews_100_g,Good Life Broken Cashews 100 g,Good Life,essentials,dry-fruits-nuts,100.0,g,115.0,jiomart
20,jiomart_trinetra_trinetra_soya_chunks_250_g,Trinetra Soya Chunks 250 g,Trinetra,essentials,wheat-soya,250.0,g,145.0,jiomart
21,jiomart_cook_garden_cookgarden_fusilli_and_penne_pasta_850_gm_pack_of_2,CookGarden Fusilli and Penne Pasta - 850 gm - Pack Of 2,Cook Garden,noodles_pasta,noodles-pasta,850.0,g,199.0,jiomart
22,jiomart_pahadi_harvest_pahadi_harvest_black_salt_powder_i_kala_namak_i_100_natural_kiln_fired_black_salt_1_k,"PAHADI HARVEST, Black Salt Powder I Kala Namak I 100% Natural Kiln Fired Black Salt 1 kg",Pahadi Harvest,essentials,salt-sugar,1.0,kg,265.0,jiomart
23,jiomart_anmol_anmol_kohenur_plus_26_kg_raw_lachkari_kolan_jsr_rice,ANMOL KOHENUR PLUS 26 Kg Raw Lachkari Kolan / JSR Rice,Anmol,essentials,rice,26.0,kg,2320.0,jiomart
24,jiomart_pristine_pristine_1st_bites_baby_cereal_300g_baby_food_624_months_stage1_100_organic_rice_infant_foo,"Pristine 1st BITES Baby Cereal 300g | Baby Food (6-24 Months) Stage-1, 100% Organic Rice | Infant Food",Pristine,baby,baby,1.0,,350.0,jiomart
25,jiomart_mother_dairy_mother_dairy_cheese_slices_200_g_pack,Mother Dairy Cheese Slices 200 g (Pack),Mother Dairy,dairy,cheese-paneer,200.0,g,113.0,jiomart
26,jiomart_postman_postman_premium_filtered_groundnut_oil_1l_refined_groundnut_oil_1l,Postman Premium Filtered Groundnut Oil 1L & Refined Groundnut Oil 1L,Postman,essentials,oil,1.0,L,540.0,jiomart
27,jiomart_topales_topales_premium_lakdi_ghana_cold_pressed_groundnut_oil_1000ml,Topale's Premium Lakdi Ghana Cold Pressed Groundnut Oil 1000ml,Topale'S,essentials,oil,1000.0,ml,366.0,jiomart
28,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_45,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *45,Choyo,noodles_pasta,noodles-pasta,,,3000.0,jiomart
29,jiomart_ashok_ashok_cooklite_pasta_400g_pack_of_2,Ashok Cooklite Pasta 400g Pack of 2,Ashok,noodles_pasta,noodles-pasta,400.0,g,210.0,jiomart
30,jiomart_farmley_farmley_premium_california_roasted_salted_pistachios_400g_pack_of_2_each_200g,"Farmley Premium California Roasted & Salted Pistachios 400g, Pack of 2 Each- 200g",Farmley,essentials,dry-fruits-nuts,400.0,g,482.0,jiomart
31,jiomart_nutro_cart_nutrocart_badam_giri_grade_medium_size_american_baadam_dry_fruits_100g_almonds_100_g,Nutrocart Badam Giri (Grade - Medium Size) ( American Baadam ) ( Dry Fruits) (100g) Almonds (100 g),Nutro Cart,essentials,dry-fruits-nuts,100.0,g,243.0,jiomart
32,jiomart_nutribud_foods_nutribud_foods_sprouted_ragi_and_banana_porridge_mix_200_gm_pack_of_2,"Nutribud Foods Sprouted Ragi and Banana Porridge Mix, 200 Gm (Pack of 2)",Nutribud Foods,baby,baby,200.0,g,490.0,jiomart
33,jiomart_britannia_britannia_nutrichoice_digestive_zero_biscuits_100_g,Britannia NutriChoice Digestive Zero Biscuits 100 g,Britannia,snacks,biscuit,100.0,g,25.0,jiomart
34,jiomart_cookie_man_cookieman_cookies_gift_tin_tea_and_chai_time_snacks_eggless_cookies_mocha_cookies_small,"Cookieman Cookies - Gift Tin | Tea and Chai Time Snacks | Eggless Cookies (Mocha Cookies, Small)",Cookie Man,snacks,biscuit,,,343.0,jiomart
35,jiomart_amizzo_amizzo_mineralrich_himalayan_pink_salt_premium_sendha_namak_for_healthy_cooking_balanced_diet,"Amizzo Mineral-Rich Himalayan Pink Salt, Premium Sendha Namak for Healthy Cooking & Balanced Diet | Low Sodium, Naturally Harvested, Unrefined Rock Salt for Wellness & Fasting | 1000g Pack",Amizzo,essentials,salt-sugar,1000.0,g,299.0,jiomart
36,jiomart_zerog_zerog_buckwheat_flour_500g,Zero-G Buckwheat Flour 500g,Zero-G,essentials,flour,500.0,g,229.0,jiomart
37,jiomart_geki_nissin_geki_korean_kimchi_noodles_400_g,Nissin Geki Korean Kimchi Noodles 400 g,Geki,noodles_pasta,noodles-pasta,400.0,g,240.0,jiomart
38,jiomart_denali_foods_denali_foods_milk_choco_chips_150g_rainbow_sprinkles_200g_cakes_cookies_ice_cream_desse,"Denali Foods Milk Choco Chips 150g & Rainbow Sprinkles 200g | Cakes, Cookies, Ice Cream, Desserts topping|350g",Denali Foods,chocolate,chocolate,150.0,g,309.0,jiomart
39,jiomart_pintola_pintola_organic_wholegrain_brown_rice_cakes_all_natural_lightly_salted_130_g,Pintola Organic Wholegrain Brown Rice Cakes - All Natural (Lightly Salted) (130 g),Pintola,snacks,chips-namkeen,130.0,g,136.0,jiomart
40,jiomart_millet_mania_millet_mania_four_millet_noodles_combo_a_nutritious_blend_of_kodo_multi_millet_red_rice,"Millet Mania Four Millet Noodles Combo - A Nutritious Blend of Kodo, Multi Millet, Red Rice and Finger Millet",Millet Mania,noodles_pasta,noodles-pasta,,,648.0,jiomart
41,jiomart_hepn_hepn_low_gi_white_rice,hepn low GI white rice,Hepn,essentials,rice,,,170.0,jiomart
42,jiomart_yogabar_yogabar_celebrating_you_gift_pack_190_g,Yogabar Celebrating You Gift Pack 190 g,Yogabar,snacks,breakfast,190.0,g,270.0,jiomart
43,jiomart_groshaat_groshaat_maida_1kg_pack,Groshaat Maida 1Kg Pack,Groshaat,essentials,flour,1.0,kg,230.0,jiomart
44,jiomart_unifit_unifit_oats_500g_pack_of_2,Unifit Oats 500g (Pack of 2),Unifit,snacks,breakfast,500.0,g,165.0,jiomart
45,jiomart_ahaar_ahaar_healthy_chana_flour_500g_with_dietary_fibre_gram_flour,Ahaar Healthy Chana Flour 500g with Dietary Fibre | Gram Flour,Ahaar,essentials,flour,500.0,g,192.0,jiomart
46,jiomart_bru_bru_tripti_blend_special_catering_strong_instant_coffee_powder_pack_of_3_x_200_grams_each,Bru Tripti Blend special catering Strong Instant Coffee powder pack of 3 x 200 grams each,Bru,beverage,tea-cofee,,g,1249.0,jiomart
47,jiomart_nutty_harvest_nutty_harvest_choco_nut_spread_500gm_regular_smooth_classic_creamy_nut_chocolate_sprea,NUTTY HARVEST Choco & Nut Spread 500GM - Regular Smooth | Classic Creamy Nut Chocolate Spread | Perfect for Everyday Use,Nutty Harvest,spread,sauce-ketchup-butter,500.0,g,229.0,jiomart
48,starquik_epigamia_epigamia_strawberry_85_gm,Epigamia Strawberry 85 Gm,Epigamia,dairy,general,85.0,g,60.0,starquik
49,jiomart_sundrop_sundrop_superlite_advanced_refined_sunflower_oil_3_l,Sundrop SuperLite Advanced Refined Sunflower Oil 3 L,Sundrop,essentials,oil,3.0,L,599.0,jiomart
50,jiomart_goshudhfreedom_from_adulteration_goshudh_suji_rawa_1_kg_500g_x_2_pack,Goshudh Suji / Rawa 1 kg (500g X 2 Pack),Goshudh-Freedom From Adulteration,essentials,flour,1.0,kg,250.0,jiomart
51,jiomart_trinetra_trinetra_black_salt_3_kg_kala_namak,Trinetra Black Salt 3 kg Kala Namak,Trinetra,essentials,salt-sugar,3.0,kg,410.0,jiomart
52,jiomart_wickedgud_wickedgud_desi_manchow_cup_noodles_70_g,WickedGud Desi Manchow Cup Noodles 70 g,Wickedgud,noodles_pasta,noodles-pasta,70.0,g,37.0,jiomart
53,jiomart_tummyfriendly_foods_tummyfriendly_foods_millet_cookies_coconut_pack_of_3_75g_each_healthy_ragi_biscu,"TummyFriendly Foods Millet Cookies - Coconut - Pack of 3 - 75g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Tummyfriendly Foods,baby,baby,75.0,g,299.0,jiomart
54,jiomart_ricewalah_ricewalah_sona_masoori_rice_5kg_unpolished_rice_aged_rice_direct_from_farmers,Ricewalah Sona Masoori Rice | 5kg | Unpolished Rice | Aged Rice | Direct From Farmers,Ricewalah,essentials,rice,5.0,kg,699.0,jiomart
55,jiomart_imported_prime_hydration_drink_meta_moon_500_ml_imported_from_usa,Prime Hydration Drink Meta Moon 500 ml - Imported from USA,Imported,beverage,juice-drink,500.0,ml,270.0,jiomart
56,jiomart_everin_everin_tasty_tangy_and_ticklish_sweet_lime_500g_pack_1,EVERIN Tasty Tangy and Ticklish Sweet Lime 500g pack 1,Everin,flavourings,pickles-chutney,500.0,g,220.0,jiomart
57,jiomart_dhanraj_dhanraj_jaggery_powder_500gm_pack_of_3,Dhanraj Jaggery Powder 500GM Pack Of 3,Dhanraj,essentials,salt-sugar,500.0,g,489.0,jiomart
58,jiomart_goshudh_goshudh_vitamin_spelt_wheat_atta_3_kg_1kg_x_3_pack,Goshudh Vitamin Spelt Wheat Atta 3 kg (1Kg X 3 Pack),Goshudh,essentials,flour,3.0,kg,460.0,jiomart
