batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source
1,jiomart_ancient_roots_ancient_roots_multigrain_cookies_150g_x_pack_of_2_biscuits_1618_pcs_for_healthy_snacks,Ancient Roots Multigrain Cookies - 150g x Pack of 2 / Biscuits (16-18 Pcs) / For Healthy Snacks / Best Paired with Tea & Coffee / No Maida / No Sugar / No Palm Oil / 100% Butter & Jaggery Cookies / Healthy Breakfast Cookies / Vacuum Pack,Ancient Roots,snacks,biscuit,150.0,g,379.0,jiomart
2,jiomart_nutra_vita_nutra_vita_parmesan_powder200_grams,Nutra Vita Parmesan Powder(200 Grams),Nutra Vita,dairy,cheese-paneer,200.0,g,589.0,jiomart
3,jiomart_twinings_twinings_lemon_and_ginger_tea_25_tea_bags,"Twinings Lemon and Ginger Tea, 25 Tea Bags",Twinings,beverage,tea-cofee,25.0,,382.0,jiomart
4,jiomart_sambhojanam_sambhojanam_singhara_atta_450_gmgluten_freechestnut_floursinghara_atta_for_fasting,Sambhojanam Singhara Atta 450 gm/Gluten Free/Chestnut Flour/Singhara Atta For Fasting,Sambhojanam,essentials,flour,450.0,g,210.0,jiomart
5,jiomart_danima_danima_lemon_cookies_no_added_sugar_150_g_pack_of_3,"Danima Lemon Cookies No Added Sugar, 150 G (Pack of 3)",Danima,snacks,bakery,150.0,g,698.0,jiomart
6,jiomart_meewa_meewa_1_kg_walnut_premium_extra_light_halves_white_kernels_akhrot_giri,MEEWA 1 KG WALNUT PREMIUM EXTRA LIGHT HALVES WHITE KERNELS AKHROT GIRI,Meewa,essentials,dry-fruits-nuts,1.0,kg,875.0,jiomart
7,jiomart_green_piece_green_piece_baking_powder_100gm_baking_soda_100gm_and_dry_yeast_50gm_pack_of_3,"Green Piece Baking Powder (100gm) , Baking Soda (100gm) and Dry Yeast (50gm) (Pack of 3)",Green Piece,ready_to_eat,ready-to-eat,100.0,g,186.0,jiomart
8,jiomart_nature_lite_foods_nature_lite_foods_woodcold_pressed_mustard_oil1_litre_plastic_bottle_kolhukacchi_g,Nature Lite FOODS Wood/Cold Pressed Mustard Oil-1 Litre | Plastic Bottle | Kolhu/Kacchi Ghani/Chekku | Natural | Chemical-Free | Cold Pressed Black Mustard Oil For Cooking | Sarso Tel,Nature Lite Foods,essentials,oil,1.0,L,400.0,jiomart
9,jiomart_nutri_petals_nutri_petals_7_in_1_seeds_mix_1kg_edible_seeds_healthy_seeds_diet_snacks_100_natural_an,"NUTRI PETALS 7 in 1 Seeds Mix 1Kg - Edible Seeds | Healthy Seeds | Diet Snacks | 100% Natural and Roasted Seeds - Pumpkin, Watermelon, Sunflower, Flax, Chia, Sesame & Soynuts",Nutri Petals,essentials,dry-fruits-nuts,7.0,,389.0,jiomart
10,jiomart_kitchens_of_india_kitchens_of_india_ready_to_eat_dal_makhani_285_g,Kitchens of India Ready To Eat Dal Makhani 285 g,Kitchens Of India,ready_to_eat,ready-to-eat,285.0,g,92.0,jiomart
11,jiomart_dhampur_green_castor_sugar_350g_x_2,Castor Sugar 350g X 2,Dhampur Green,essentials,salt-sugar,350.0,g,197.0,jiomart
12,jiomart_la_casa_la_casa_metallic_gel_food_color_baby_pink_40_ml,La Casa Metallic Gel Food Color - Baby Pink 40 Ml,La Casa,flavourings,pickles-chutney,40.0,ml,155.0,jiomart
13,jiomart_wonderland_foods_wonderland_foods_whole_raw_cashew_kaju_w400grade_1kg_500g_x_2_jar,WONDERLAND FOODS Whole Raw Cashew (Kaju) W400-Grade 1Kg (500g X 2 Jar),Wonderland Foods,essentials,dry-fruits-nuts,1.0,kg,927.0,jiomart
14,jiomart_veganic_veganic_dhaga_mishri_thread_misri_crystalrock_sugar_crystalsugar_candy_400gm,Veganic Dhaga Mishri - Thread Misri Crystal/Rock Sugar Crystal/Sugar Candy - 400gm,Veganic,essentials,salt-sugar,400.0,g,199.0,jiomart
15,jiomart_the_butternut_co_the_butternut_co_chocolate_hazelnut_spread_no_refined_sugar_vegan_and_no_preservati,"The Butternut Co. Chocolate Hazelnut Spread No Refined Sugar, Vegan and No Preservatives (200 g)",The Butternut Co.,spread,sauce-ketchup-butter,,Chocolate,459.0,jiomart
16,jiomart_natraj_the_right_choice_natraj_the_right_choice_jaggery_powder_1kg,NATRAJ The Right Choice Jaggery Powder 1KG,Natraj The Right Choice,essentials,salt-sugar,1.0,kg,300.0,jiomart
17,jiomart_8_am_8am_muesli_gluten_free_dry_fruits_and_a_blend_of_honey_roasted_nuts_and_seeds_425g,"8AM Muesli Gluten Free Dry Fruits and a Blend of Honey Roasted Nuts and Seeds, 425g",8 Am,snacks,breakfast,8.0,,240.0,jiomart
18,jiomart_horlicks_horlicks_womens_plus_caramel_750_g,Horlicks Women's Plus Caramel 750 g,Horlicks,beverage,juice-drink,750.0,g,415.0,jiomart
19,jiomart_chitale_bandhu_chitale_bandhu_bhakharwadi_500_g,Chitale Bandhu Bhakharwadi 500 g,Chitale Bandhu,snacks,chips-namkeen,500.0,g,178.0,jiomart
20,jiomart_red_rose_red_rose_everyday_basmati_rice_10_kg,"RED ROSE EVERYDAY BASMATI RICE, 10 KG",Red Rose,essentials,rice,10.0,kg,779.0,jiomart
21,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_4,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *4,Choyo,noodles_pasta,noodles-pasta,,,2400.0,jiomart
22,jiomart_swad_distinctly_different_swad_tamarind_date_chutney_300g,SWAD Tamarind & Date Chutney 300g,Swad Distinctly Different,flavourings,pickles-chutney,300.0,g,165.0,jiomart
