batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
1,jiomart_piyor_piyor_whole_w320_cashews_500_g,PIYOR Whole (W320) Cashews 500 g,Piyor,essentials,dry-fruits-nuts,500.0,g,478.0,jiomart,575.0,21.3,2.5,12.8,50.4,15.6,7.1,0.5,0.2,,,,,,
2,jiomart_jivo_jivo_extra_light_oilve_oil_1_liter,Jivo Extra Light Oilve Oil 1 liter,Jivo,essentials,oil,1.0,L,615.0,jiomart,,0.1,0.0,0.0,14.3,8.5,0.2,,0.1,"Mustard Oil, Olive Oil",10g,10.0,,,
3,jiomart_parle_parle_monaco_pizza_masala_crunch_biscuits_311_g,Parle Monaco Pizza Masala Crunch Biscuits 311 g,Parle,snacks,biscuit,311.0,g,66.0,jiomart,576.0,63.2,11.4,5.3,31.8,14.1,0.6,350.0,2.5,,,,,,
4,jiomart_private_label_tamarind_250_g,Tamarind 250 g,Private Label,essentials,masala,250.0,g,62.0,jiomart,15.0,3.8,2.5,0.2,0.1,0.05,0.6,10.0,0.5,,,,,,
5,jiomart_natrixeed_natrixeed_dhaga_mishri_rock_sugar_pure_thread_crystal_thread_mishri_mishri_crystal_1kg_,"NATRIXEED Dhaga Mishri, Rock Sugar | Pure Thread Crystal | Thread Mishri | Mishri Crystal ( 1KG )",Natrixeed,essentials,salt-sugar,1.0,kg,219.0,jiomart,,,12.0,,0.5,0.3,,200.0,2.0,,,,,,
6,jiomart_chokhi_dhani_chokhi_dhani_mango_pickle_500g_sweet_lime_pickle_600g_spicy_tasty_combo_pack_1100g,"Chokhi Dhani Mango Pickle 500g, Sweet Lime Pickle 600g | Spicy & Tasty | Combo Pack 1100g",Chokhi Dhani,flavourings,pickles-chutney,500.0,g,320.0,jiomart,,12.9,10.2,0.5,7.1,3.4,0.6,350.0,2.8,"Mustard oil, Sugar, Mango, Sweet Lime, Spices",30g,7.0,,,
7,jiomart_fivestar_fivestar_crispy_fried_onion_birista_250g_rich_in_iron_heart_healthy_sunflower_oil_base_100_,"FIVESTAR CRISPY FRIED ONION BIRISTA 250g, Rich in Iron, Heart Healthy| Sunflower Oil Base, 100% Natural, Baristaa | Crispy Onions with Sunflower Oil, Hygienically Processed",Fivestar,ready_to_eat,ready-to-eat,250.0,g,299.0,jiomart,,25.5,4.2,3.1,14.8,7.9,0.5,350.0,2.3,,,,,,
8,jiomart_cook_garden_cookgarden_instant_oats_500_gm_and_multi_veggie_pasta_300_gm_pack_of_2,CookGarden Instant Oats 500 gm and Multi Veggie Pasta 300 gm - Pack Of 2,Cook Garden,snacks,breakfast,500.0,g,349.0,jiomart,375.0,74.0,10.0,6.0,8.0,1.5,3.0,200.0,2.0,"Instant Oats, Multi Veggie Pasta, Mustard Oil, Jaggery, Indian Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
9,jiomart_dlecta_dlecta_100_cheddar_cheese_slices_200_g_10_slices,D'lecta 100% Cheddar Cheese Slices 200 g (10 Slices),D'Lecta,dairy,cheese-paneer,200.0,g,194.0,jiomart,375.0,2.5,1.8,20.9,24.3,14.4,0.2,300.0,1.0,,,,,,
10,jiomart_long_live_long_live_cold_pressed_groundnutpeanut_oil_virgin_chekkughani_525_ltr,"Long Live Cold Pressed Groundnut/Peanut Oil (Virgin, Chekku/Ghani) - 5.25 LTR",Long Live,essentials,oil,5.25,L,1199.0,jiomart,884.0,2.3,0.1,9.5,87.4,8.6,0.2,,0.1,,,,,,
11,jiomart_gulab_gulab_wala_special_df_cookies_evening_tea_time_snacks_premium_homemade_taste_biscuits_pack_of_,Gulab Wala Special D/F Cookies | Evening Tea Time Snacks | Premium Homemade Taste Biscuits | Pack of 2,Gulab,snacks,biscuit,2.0,pack,320.0,jiomart,550.0,70.0,25.0,5.0,30.0,10.0,2.0,350.0,0.8,,,,,,
12,jiomart_gustora_gustora_healthy_conchiglie_farfalle_pasta_combo_pack_of_2_i_durum_wheat_semolina_i_rich_in_p,Gustora Healthy Conchiglie & Farfalle Pasta Combo Pack of 2 I Durum Wheat Semolina I Rich In Protein & Fibre I Zero Cholesterol I Vegetarian I No Trans - Fat I Cooking Time 10 Min - (500 Gm X 2),Gustora,noodles_pasta,noodles-pasta,2.0,,249.0,jiomart,,65.8,1.2,12.9,3.6,0.5,4.8,,1.2,,,,,,
13,jiomart_momsy_momsy_premium_atta_biscuits_desi_ghee_pure_handmade_aata_biscuits_and_cookies_950gm,Momsy Premium Atta Biscuits Desi Ghee Pure Handmade Aata Biscuits And Cookies (950gm),Momsy,snacks,biscuit,950.0,g,415.0,jiomart,550.0,60.0,10.0,4.0,30.0,15.0,2.0,200.0,0.5,,,,,,
14,jiomart_wonderland_foods_wonderland_foods_whole_raw_cashew_kaju_w320grade_500g_pouch,Wonderland Foods - Whole Raw Cashew (Kaju) W320-Grade 500g Pouch,Wonderland Foods,essentials,dry-fruits-nuts,500.0,g,453.0,jiomart,550.0,12.5,1.2,14.4,50.8,7.3,6.5,0.0,0.0,,,,,,
15,jiomart_good_life_good_life_broken_wheat_daliya_500_g,Good Life Broken Wheat / Daliya 500 g,Good Life,essentials,flour,500.0,g,30.0,jiomart,360.0,69.2,1.4,9.6,3.8,0.7,2.5,1.0,0.4,,,,,,
16,jiomart_groshaat_groshaat_basmati_rice_25_kg_pack,Groshaat Basmati Rice 25 kg Pack,Groshaat,essentials,rice,25.0,kg,2940.0,jiomart,109.0,2.3,0.1,2.5,0.4,0.1,0.3,0.02,0.03,,,,,,
17,jiomart_laxmi_misthan_bhandar_laxmi_misthan_bhandar_spicy_bikaneri_bhujia_sev_bhujia_pouch_pack_bikaneri_bhu,"Laxmi Misthan Bhandar Spicy Bikaneri Bhujia, Sev Bhujia, Pouch Pack, Bikaneri Bhujia Sev Namkeen, Healthy Indian Snacks, Crispy & Fresh Snack, (200GM)",Laxmi Misthan Bhandar,snacks,chips-namkeen,200.0,g,199.0,jiomart,550.0,65.0,10.0,5.0,35.0,20.0,2.0,350.0,4.0,,,,,,
18,jiomart_bhujamal_bhujamal_bikaneri_bhujia_400gms_aloo_bhujia_400gms,BHUJAMAL Bikaneri Bhujia 400gms & Aloo Bhujia 400gms,Bhujamal,snacks,chips-namkeen,400.0,g,185.0,jiomart,550.0,75.0,10.0,5.0,30.0,15.0,2.0,350.0,6.0,"Mustard oil, Jaggery, Spices (including Turmeric, Red Chili powder)",30g,7.0,,,
19,jiomart_zerobeli_zerobeli_100_wholegrain_jowar_peanut_butter_cookies_250g_no_maida_no_preservatives_or_color,"Zerobeli 100% Wholegrain Jowar Peanut Butter Cookies 250g - No Maida, No Preservatives or Colors",Zerobeli,snacks,biscuit,250.0,g,243.0,jiomart,550.0,65.0,20.0,12.0,30.0,10.0,4.0,200.0,2.0,,,,,,
20,jiomart_trinetra_trinetra_desi_khand_400_g_sugar,Trinetra Desi Khand 400 g Sugar,Trinetra,essentials,salt-sugar,400.0,g,66.0,jiomart,370.0,74.0,63.0,2.0,14.0,8.0,0.0,250.0,1.0,,,,,,
21,jiomart_luvit_luvit_luscious_milk_chocolates_bar_pack_of_milk_fruit_nut_roasted_almond_pack_of_9,"LuvIt Luscious Milk Chocolates Bar| Pack of Milk, Fruit & Nut, Roasted Almond| Pack of 9",Luvit,chocolate,chocolate,9.0,pack,655.0,jiomart,,40.0,33.0,2.5,20.0,14.0,1.0,,0.3,"Milk, Sugar, Roasted Almonds, Cocoa Mass, Skimmed Milk Powder, Vegetable Oil, Emulsifier (Soy Lecithin), Flavouring, Salt",30g,7.0,,,
22,jiomart_pink_delight_pink_delight_unpolished_dry_urad_dhuli_dal_urad_mogar_urad_white_dal_500_gm_pack,Pink Delight Unpolished Dry Urad Dhuli Dal | Urad Mogar | Urad White Dal | 500 Gm Pack,Pink Delight,essentials,pulses,500.0,g,199.0,jiomart,357.0,74.4,1.2,12.5,0.8,0.3,7.4,1.0,2.0,,,,,,
23,jiomart_wheafree_wheafree_gluten_free_cookies_combo_tutti_frutti_double_chocochip_cookies_200g_each_tasty_cr,"Wheafree Gluten Free Cookies Combo Tutti Frutti + Double ChocoChip Cookies (200g Each) | Tasty, Crunchy and Flavourful Biscuits | Best Teatime Snacks, Healthy and Nutritious",Wheafree,snacks,biscuit,200.0,g,330.0,jiomart,,38.4,10.2,3.5,11.8,6.1,0.9,250.0,2.3,"Wheafree Gluten Free Cookies Combo Tutti Frutti, Double ChocoChip Cookies",30g,7.0,,Verified from Indian nutrition label,
24,jiomart_piyor_piyor_california_almonds_500g_jar_pack,Piyor California Almonds 500g Jar Pack,Piyor,essentials,dry-fruits-nuts,500.0,g,479.0,jiomart,,,,,,,7.4,0.0,0.0,,,,,,
25,jiomart_kwik_snack_kwik_snack_by_kwik_snack_masala_oats_pouch_400_g,kwik snack by KWIK SNACK MASALA OATS Pouch (400 g),Kwik Snack,snacks,breakfast,400.0,g,177.0,jiomart,550.0,75.0,15.0,10.0,20.0,8.0,2.0,200.0,1.0,,,,,,
